Course Description,Num Students,Avp GPA,Session Description, Descriptor of what it means
CULTURAL ICONS OF SPAIN,33,3.6334545454545455,15.4,Regular Academic Session
SPAIN: THE CULTURAL CONTEXT,30,3.6933000000000002,44.4,Regular Academic Session
SPANISH AMER: CULTURAL CONTEXT,32,3.572,37.5,Regular Academic Session
SPANISH PHONETICS,49,3.3125306122448976,25,Regular Academic Session
THE ACQUISITION OF SPANISH,17,3.629,23.5,Regular Academic Session
BILINGUALISM AND SPANISH U.S.,42,3.835523809523809,43.5,Regular Academic Session
GRAD STDY & PROFESSIONALIZATN,30,4.0,93.3,Regular Academic Session
SPANISH PHONOLOGY,11,3.909,81.8,Regular Academic Session
METH OF TCHNG COLLEGE SPANISH,23,3.9563043478260873,87.5,Regular Academic Session
CONQUEST/COLONIALISM IN LAT AM,10,3.87,72.7,Regular Academic Session
TOPICS IN SPANISH SYNTAX,10,3.94,100,Regular Academic Session
TOP LING: VARIATION&LANG CONT,6,3.95,83.3,Regular Academic Session
ISSUES IN UNITED STATES HIST,183,3.165617486338798,7.4,Regular Academic Session
ASIAN AMERICAN HISTORY,63,3.7885396825396827,2.9,Regular Academic Session
INTRO TO NATIVE AMERICAN HIST,67,3.596,8.6,Regular Academic Session
LAW IN AMERICA,53,3.31511320754717,5.7,Regular Academic Session
COLONIAL AMERICA,32,3.188,37.1,Regular Academic Session
ORIG OF MOD AMERICA 1865-1917,30,3.357,38.7,Regular Academic Session
CIVIL WAR & RECONSTRUCTION,30,3.433,32.3,Regular Academic Session
HOOSIER NATION:INDIANA HISTORY,132,3.3009999999999997,17.4,Regular Academic Session
"WENCHES,WITCHES,WELFARE QUEENS",43,2.809,11.5,Regular Academic Session
ISS IN WESTERN EUROPEAN HIST,92,3.5997065217391304,0,Regular Academic Session
MAFIA&OTHER ITALIAN MYSTERIES,645,3.249731782945736,1.4,Regular Academic Session
INSIDE NAZI GERMANY,477,3.1638322851153045,0.8,Regular Academic Session
"GERMANY, 1871 TO THE PRESENT",23,2.913,16,Regular Academic Session
SPARTA AT WAR,321,3.0566168224299064,3.8,Regular Academic Session
RISE & FALL OF ROMAN REPUBLIC,126,2.949904761904762,20,Regular Academic Session
CITIES ON THE EDGE OF WAR,40,3.408,31.7,Regular Academic Session
DECLINE & FALL OF ROMAN EMPIRE,21,2.529,11.1,Regular Academic Session
ISSUES RUSS/EAST EUROPEAN HIST,28,3.425,0,Regular Academic Session
EMPIRE OF THE TSARS,59,3.0627118644067797,50,Regular Academic Session
MODERN UKRAINE,25,3.4081599999999996,25,Regular Academic Session
"THE HABSBURG EMPIRE, 1780-1918",33,3.297,45.5,Regular Academic Session
ISSUES IN ASIAN HISTORY,89,3.378494382022472,0,Regular Academic Session
MODERN JAPAN,7,3.0,16.7,Eight Week - Second
CONTEMPORARY CHINA,47,3.389446808510638,34.5,Regular Academic Session
THE WORLD IN THE 20TH CENT I,220,3.0237,0.8,Regular Academic Session
EUROPE:RENAISSANCE TO NAPOLEON,72,3.196,1.3,Regular Academic Session
AMERICAN HISTORY I,391,3.1550639386189263,0.7,Regular Academic Session
AMERICAN HISTORY II,197,3.2924873096446694,0,Regular Academic Session
JEWSH HIST:BIBLE TO SPAN EXPUL,107,3.558785046728972,9.1,Regular Academic Session
WHAT IS HISTORY?,197,3.179345177664974,48.6,Regular Academic Session
HISTORY AND THE DIGITAL WORLD,7,4.0,44.4,Regular Academic Session
INTRO TO PROF STUDY OF HISTORY,31,3.7580322580645165,83.3,Regular Academic Session
COLLOQUIUM UNITED STATES HIST,15,4.0,100,Regular Academic Session
COLLOQ IN COMPARATIVE HISTORY,45,3.9266222222222225,90,Regular Academic Session
SEMINAR IN HISTORY,463,3.303509719222463,16.7,Regular Academic Session
HISTORY CAPSTONE SEMINAR,105,3.5962,46.7,Regular Academic Session
HISTORICAL METHODOLOGY,44,3.534136363636364,0,Regular Academic Session
TEACHING COLLEGE HISTORY,21,3.6716190476190476,0,Regular Academic Session
EARLY AMERICA - 1400-1800,35,3.9544857142857146,0,Regular Academic Session
LATIN AMERICAN HISTORY,16,3.5315624999999997,0,Regular Academic Session
ASIAN HISTORY,37,3.9568108108108113,0,Regular Academic Session
US & WORLD: COMPARATIVE HIST,17,3.641294117647059,0,Regular Academic Session
INTRO DIGITAL & PUBLIC HISTORY,34,3.5796176470588232,0,Regular Academic Session
RESEARCH SEMINAR IN HISTORY,14,3.8855,0,Regular Academic Session
ISSUES IN WORLD HISTORY,340,3.0777058823529413,29.6,Regular Academic Session
WORLD WAR I: GLOBAL WAR,320,3.32450625,5,Regular Academic Session
GLOBAL SOCCER,104,3.314,0,Regular Academic Session
THE HISTORY OF GENOCIDE,64,3.352,22.9,Regular Academic Session
INTERDEPARTMENTAL COLLOQUIA,152,3.9157499999999996,0,Regular Academic Session
MEANINGFUL WRITING,115,3.950486956521739,0,Intersession
"GRT AUTHORS, COMPSRS,&ARTISTS",115,3.887113043478261,0,Regular Academic Session
LITERATURE OF TIME AND PLACE,229,3.7886724890829693,0,Regular Academic Session
LAW AND SOCIETY,345,3.760455072463768,0,Intersession
POLITICS AND COMMUNICATION,225,3.9054444444444445,0,Regular Academic Session
SCIENCE AND SOCIETY,206,3.882587378640776,0,Intersession
SCI UNCERTAINTY & DISCOVERY,132,3.8309469696969702,0,Eight Week - Second
SCI REVOLUTIONS: PLATO TO NATO,257,3.0933774319066147,0,Regular Academic Session
SCIENCE AND CULTURE,66,3.4199393939393943,0,Regular Academic Session
ISSUES IN BIOL-MEDICAL ETHICS,85,3.7046117647058825,0,Regular Academic Session
SCIENTIFIC REASONING,168,3.0802797619047615,0,Eight Week - Second
INTRODUCTION TO MEDICAL HIST,51,2.231470588235294,0,Regular Academic Session
SCIENTIFIC METHODS,41,3.1635365853658532,0,Regular Academic Session
SURV OF HIST OF SCI UP TO 1750,11,3.845,66.7,Regular Academic Session
HOW SCIENCE REALLY WORKS,17,4.0,62.5,Regular Academic Session
COLLOQUIUM SERIES,6,4.0,83.3,Regular Academic Session
PH D THESIS,12,4.0,100,Regular Academic Session
THE INTRICATE HUMAN,198,3.3826363636363634,97.3,Regular Academic Session
HUMAN DILEMMAS,205,3.544253658536586,97.4,Regular Academic Session
COMPLEX PROBLEMS OF HUMANITY,217,3.593142857142857,96.2,Regular Academic Session
"THE INTRICATE HUMAN, HONORS",21,3.7334285714285715,100,Regular Academic Session
BOND TO ZOMBIES: EVAL INTEL,63,3.9746349206349203,0,Regular Academic Session
STRATEGIC INTELLIGENCE,61,3.914475409836066,0,Regular Academic Session
SOCIAL/ETHICAL IMPACT BIG DATA,65,3.745,0,Thirteen Week
USER SERVICES AND TOOLS,72,3.92225,77.8,Thirteen Week
REPRESENTATION & ORGANIZATION,87,3.819551724137931,95.7,Regular Academic Session
INTRO TO INFORMATION STUDIES,33,3.8819999999999997,84.2,Regular Academic Session
DATABASE DESIGN,112,3.9812499999999997,22.7,Regular Academic Session
INFORMATION ARCHITECTURE,45,3.655711111111111,69.6,Regular Academic Session
HUMAN-COMPUTER INTERACTION,53,3.8624150943396227,36,Thirteen Week
WEB PROGRAMMING,12,3.975,92.3,Regular Academic Session
INFORMATION INSTITUTIONS,60,3.8615166666666667,85.7,Regular Academic Session
MATERIALS FOR YOUTH,15,3.9799333333333333,100,Regular Academic Session
ARCHIVES & RECORDS MANAGEMENT,50,3.98206,91.3,Regular Academic Session
RARE BOOK LIBRARIANSHIP,28,3.8393571428571427,80,Thirteen Week
MANUSCRIPTS,27,4.0,92.9,Regular Academic Session
TOPICS IN LIBR & INFO SCIENCE,84,3.8642261904761908,4,Thirteen Week
RES&SVCS-PEOPLE WITH DISABILTY,15,3.613,75,Regular Academic Session
SOCIAL MEDIA MINING,109,3.6282477064220187,18.8,Regular Academic Session
CONTENT ANALYSIS FOR THE WEB,13,3.808,14.3,Regular Academic Session
DIGITAL LIBRARIES,44,3.95,91.3,Thirteen Week
DIGITAL HUMANITIES,9,3.556,50,Regular Academic Session
THE BOOK TO 1450,22,3.8909090909090907,92.3,Thirteen Week
DESCRIPTIVE BIBLIOGRAPHY,14,3.885857142857143,87.5,Thirteen Week
INTR:DOCTORL RSRCH IN INFO SCI,6,3.85,83.3,Regular Academic Session
"INTRO TO INFORMATICS, HONORS",30,4.0,33.3,Thirteen Week
INTRODUCTION TO INFORMATICS,1457,3.4154763212079615,20.9,Thirteen Week
DATA FLUENCY,220,3.136813636363636,8.1,Thirteen Week
INTRODUCTION TO CYBERSECURITY,164,3.286060975609756,82.4,Eight Week - First
MATH FOUNDATNS OF INFORMATICS,526,3.1135589353612163,70.2,Regular Academic Session
SOCIAL INFORMATICS,527,3.2459886148007597,78.1,Regular Academic Session
INFORMATION INFRASTRUCTURE I,472,3.334050847457627,67.3,Regular Academic Session
INFORMATION INFRASTRUCTURE II,437,2.9746475972540045,84,Regular Academic Session
"HUMAN, ANIMAL, AND AI",96,2.9085,22.9,Thirteen Week
THE INFORMATION SOCIETY,151,2.9995827814569536,51.7,Regular Academic Session
ANALYTICAL FOUNDTN OF SECURITY,161,3.1509689440993793,24.5,Regular Academic Session
INTERACTION DESIGN THINKING,44,3.5432500000000005,61.9,Thirteen Week
HCI/INTERACTION DESIGN,541,3.3936950092421445,88.4,Thirteen Week
PRESENTATIONS FOR IT PROFNLS,88,3.6728409090909095,95.7,Thirteen Week
INTRODUCTION VIRTUAL REALITY,84,3.4298571428571427,50,Thirteen Week
INFORMATION REPRESENTATION,444,3.4608355855855852,83.8,Thirteen Week
MULTIMEDIA ARTS AND TECHNOLOGY,122,3.561573770491804,94.1,Thirteen Week
APPLICATION DEVELOPMENT,58,3.213948275862069,78.9,Regular Academic Session
PROTOTYPING WITH ARDUINO TOOLS,132,3.8462500000000004,79.2,Regular Academic Session
WEB DESIGN,271,3.517763837638377,77.8,Regular Academic Session
VISUAL DESIGN FOR THE WEB,110,3.7462545454545455,90,Thirteen Week
JAVASCRIPT,122,3.753860655737705,86.5,Thirteen Week
INTRO TO NETWORK SCIENCE,57,2.562877192982456,45.2,Regular Academic Session
PERFORMANCE ANALYTICS,70,3.5702714285714285,62.5,Thirteen Week
METHODS FOR HCC,149,3.5676912751677854,89.7,Thirteen Week
SERVE IT INTERNSHP INFORMATICS,120,3.8943083333333335,78.2,Regular Academic Session
CURRENT TOPICS IN INFORMATICS,400,3.7506975000000007,10.8,Eight Week - Second
TOPICS IN INFORMATICS,1014,3.688262327416173,50,Thirteen Week
MOBILE HUMAN COMPUTR INT & DES,45,3.431,89.5,Thirteen Week
ACI METHODS,38,3.4946052631578945,30,Thirteen Week
SEMINAR ON TECH FOR ANIMALS,12,3.725,33.3,Thirteen Week
DATA VISUALIZATION,52,2.929,33.3,Regular Academic Session
HUMAN ROBOT INTERACTION,77,3.7519870129870134,16.7,Regular Academic Session
INTERACTION DESIGN PRACTICE,19,4.0,63.2,Regular Academic Session
CREATING VIRTUAL ASSETS,14,3.936,50,Thirteen Week
COMPUTER & INFORMATION ETHICS,405,3.472920987654321,87.5,Thirteen Week
IMMERSVE STORYTLLNG & EXP DSGN,6,3.717,70.6,Regular Academic Session
INTRO TO VIRTUAL HERITAGE,15,3.4066666666666663,100,Thirteen Week
SERVE IT CAPSTONE INTERNSHIP,123,3.968325203252032,100,Regular Academic Session
DESIGN & DEV OF AN INFO SYSTEM,339,3.2143834808259584,97.1,Regular Academic Session
INTRO TO INFORMATICS,44,3.895272727272727,85,Thirteen Week
INTRODUCTION TO BIOINFORMATICS,35,3.605571428571429,0,Regular Academic Session
ORG INFO & ECONOMICS SECURITY,25,3.7562,0,Regular Academic Session
MOBILE AND PERVASIVE DESIGN,7,3.914,71.4,Thirteen Week
MACHINE LEARNING BIOINFORMATCS,32,3.690625,7.7,Regular Academic Session
MGMT ACCESS USE BIG DATA,205,3.7848390243902443,0,Thirteen Week
INTRODUCTION TO HCI/D,116,3.5861551724137932,96.2,Thirteen Week
FOUNDATIONS OF HCI,120,3.8132666666666664,93.2,Regular Academic Session
EXPERIENCE DESIGN,70,3.919971428571429,88.3,Regular Academic Session
ADVANCED PROTOTYPING,17,3.8648235294117645,100,Thirteen Week
INTRODUCTN TO COMPLEX SYSTEMS,29,3.8552068965517243,42.9,Thirteen Week
TOPICS: INFORMATICS TECHNOLOGY,183,3.4809234972677596,19,Eight Week - Second
CAREER DEVELPT FOR INFO MAJORS,519,3.32993063583815,95.9,Eight Week - First
BEGINNING HINDI I,20,3.57025,0,Regular Academic Session
INTERMEDIATE HINDI I,6,4.0,0,Eight Week - Second
INTRODUCTION TO INDIA,95,3.5864105263157895,0,Eight Week - Second
INTRO TO INTERNATIONAL STUDIES,551,3.3144319419237753,63.2,Regular Academic Session
CLIMATE CHANGE-INTL STUDIES,101,3.379356435643565,52.8,Regular Academic Session
GLOBAL BUSINESS,59,3.539,50.8,Regular Academic Session
GLOBAL HEALTH AND ENVIRONMENT,249,2.9767108433734943,14.1,Regular Academic Session
GLOBAL DEVELOPMENT,209,3.214794258373206,20.5,Regular Academic Session
HUMAN RIGHTS AND INTERNATL LAW,240,3.3352166666666667,30.7,Regular Academic Session
CULTURE AND POLITICS,239,2.995351464435146,23.1,Regular Academic Session
PEACE AND CONFLICT,221,3.1537013574660637,30.3,Regular Academic Session
DIPLOMACY SECURITY GOVERNANCE,225,3.071493333333333,40,Regular Academic Session
NEGOTIATING GLOBAL CHALLENGES,10,3.54,72.7,Regular Academic Session
TOPICS IN INTERNATIONAL STDS,238,3.204159663865546,50,Three Week
ADV TOPICS IN GLBL HLTH & ENV,83,3.0027108433734937,61.3,Regular Academic Session
ADV TOPICS IN GLBL DEVELOPMENT,93,3.2688709677419348,70,Regular Academic Session
ADV TPCS IN HUM RGHTS/INTL LAW,75,3.1679600000000003,69.6,Regular Academic Session
ADV TOPICS IN CULTURE&POLITICS,183,3.4662295081967214,15.8,Regular Academic Session
ADV TOPICS IN PEACE & CONFLICT,76,3.5094342105263157,63.6,Regular Academic Session
ADV TPCS IN DIPL SECURITY GOV,92,3.181358695652174,58.8,Regular Academic Session
RSRCH DESIGN IN INTL STUDIES,180,3.3684388888888894,96.8,Regular Academic Session
GLOBAL MIGRATION AND RACE,43,3.5671860465116283,64.7,Regular Academic Session
INTL STUDIES CAPSTONE SEMINAR,133,3.3473082706766917,100,Regular Academic Session
WAR AND PEACE,46,3.341434782608696,87.5,Regular Academic Session
ADVANCD TOPICS IN INTL STUDIES,61,3.3247049180327872,83.3,Regular Academic Session
SOCIAL JUSTICE AND THE ENVIRON,36,3.386,86.7,Regular Academic Session
INTERNAT'L CLIMATE GOVERNANCE,32,3.98121875,0,Regular Academic Session
GLOBAL GOVERNANCE & INT'L ORGS,41,3.782707317073171,5,Regular Academic Session
INTERNATIONAL SECURITY REGIMES,22,3.704318181818182,7.1,Regular Academic Session
INTERDISC SEM - GLOBAL STUDIES,10,3.94,70,Regular Academic Session
INTRO TO INTL LAW&LEGAL INST,156,3.090294871794872,46.3,Regular Academic Session
TOPICS-INT'L LAW&INSTITUTIONS,26,3.835,77.8,Regular Academic Session
ISRAEL ON SOCIAL MEDIA,11,3.736,0,Regular Academic Session
ISRAELI FILM AND FICTION,23,2.883,4.3,Regular Academic Session
ELEMENTARY MODERN HEBREW I,82,3.0671219512195123,5,Regular Academic Session
ELEMENTARY MODERN HEBREW II,51,2.8352549019607847,0,Regular Academic Session
INTERMEDIATE MODERN HEBREW I,45,2.9931777777777775,19,Regular Academic Session
INTERMEDIATE MODERN HEBREW II,26,2.8346153846153848,18.8,Regular Academic Session
TOPICS IN JEWISH STUDIES,6,3.9,50,Regular Academic Session
ARTS&HUMANITIES TPCS-JEWISH,105,3.5503238095238094,5.6,Regular Academic Session
"ISRAEL:HISTORY,SOCIETY,CULTURE",50,3.2719799999999997,4.8,Regular Academic Session
EXPLORNG JEWISH IDENTITY TODAY,35,3.389,22.9,Regular Academic Session
COMING TO AMERICA,13,2.223,0,Regular Academic Session
LAMP SOPH SEM: BUS/HUMANITIES,20,3.9202,0,Regular Academic Session
LAMP JR SEM: ANALYT PROB SOLVG,30,4.0,0,Regular Academic Session
LAMP SR SEM: LIB ARTS & MGMT,26,3.700076923076923,0,Regular Academic Session
ARTS OF COMMUNICATION,86,3.639418604651163,80,Regular Academic Session
EVIDENCE AND ANALYSIS,70,3.5085,97.2,Regular Academic Session
ETHICS & RESPONSIBLE MGMT,73,3.1070136986301367,100,Regular Academic Session
LATINO FILM: AN INTRO/OVERVIEW,94,3.8084787234042556,0,Regular Academic Session
AMERICAN BORDERLANDS,121,3.63895867768595,0,Regular Academic Session
THE LATINO FAMILY,66,3.1695757575757577,0,Regular Academic Session
A & H TOPICS IN LATINO STUDIES,16,3.688,0,Regular Academic Session
CONTRACTS,324,3.3100061728395063,100,Regular Academic Session
LEGAL OPERATIONS,23,3.6,100,Regular Academic Session
ADVANCED APPELLATE ADVOCACY,10,4.0,100,Regular Academic Session
TORTS,313,3.300779552715656,100,Regular Academic Session
CIVIL PROCEDURE,313,3.2978466453674127,100,Regular Academic Session
PROCEDURE 2,209,3.407215311004785,100,Regular Academic Session
LEGAL RESEARCH & WRITING,484,3.2768842975206605,100,Regular Academic Session
FINANCIAL INSTITUTIONS,38,3.6024736842105263,100,Regular Academic Session
LEGISLATION,58,3.398448275862069,100,Regular Academic Session
CONSERVATION LAW CLINIC,51,3.785921568627451,100,Regular Academic Session
ENTREPRENEURSHIP LAW CLINIC,14,3.9785714285714286,100,Regular Academic Session
LITIGATION,41,3.6149024390243905,100,Regular Academic Session
IP LAW CLINIC,52,3.586653846153846,100,Regular Academic Session
CONST DESIGN MULTIET COUNTRIES,29,3.7348965517241384,95,Regular Academic Session
CIVIL RIGHTS STATUTES,17,3.329,100,Regular Academic Session
MERGERS AND ACQUISITIONS,59,3.596694915254237,100,Regular Academic Session
CYBERSECURITY LAW I,76,3.598421052631579,69,Regular Academic Session
ENTERTAINMENT LAW,24,3.733125,100,Regular Academic Session
CRIMINAL PROCEDURE:INVESTIGATN,244,3.4107131147540986,100,Regular Academic Session
CRIMINAL PROCEDURE:  TRIAL,78,3.364038461538461,100,Regular Academic Session
NEGOTIATIONS,57,3.5383333333333336,100,Regular Academic Session
APPLIED RESEARCH PRACTICUM,7,4.0,100,Regular Academic Session
ADVANCED CONSTITUTIONAL LAW,6,4.0,100,Regular Academic Session
ADVANCED LEGAL RESEARCH,244,3.558159836065574,100,Regular Academic Session
POVERTY LAW,45,3.7644888888888888,100,Regular Academic Session
ENERGY LAW & POLICY,22,3.4454545454545453,100,Regular Academic Session
TRUSTS & ESTATES,226,3.3998495575221237,99,Regular Academic Session
INTRO TO INCOME TAXATION,71,3.4309154929577463,95.8,Regular Academic Session
CORPORATIONS,220,3.4092545454545458,100,Regular Academic Session
THE LAW AND EDUCATION,31,3.7195483870967743,94.4,Regular Academic Session
LABOR LAW 1,111,3.4809459459459458,100,Regular Academic Session
CONSTITUTIONAL LAW II,67,3.411955223880597,100,Regular Academic Session
IMMIGRATION LAW,39,3.7974102564102563,100,Regular Academic Session
SECURED TRANSACTIONS,101,3.353356435643564,100,Regular Academic Session
NATURAL RESOURCES LAW,8,3.713,100,Regular Academic Session
STUDENT LEGAL SERVICES CLINIC,19,4.0,100,Regular Academic Session
EMPLOYMENT DISCRIMINATION,66,3.386424242424243,100,Regular Academic Session
STRATEGIES OF LEGAL WRITING,31,3.8001612903225808,100,Regular Academic Session
CORPORATE TAXATION,22,3.6364999999999994,100,Regular Academic Session
RESEARCH,116,3.9724655172413796,100,Regular Academic Session
DIRECTED RESEARCH,29,3.9584827586206894,100,Regular Academic Session
PRIVACY LAW,59,3.330271186440678,91.4,Regular Academic Session
TRANSACTION DRAFTING,73,3.561561643835616,94.4,Regular Academic Session
INDEPENDENT CLINICAL PROJECTS,76,3.9960000000000004,100,Regular Academic Session
ADMINISTRATIVE LAW,66,3.4834393939393937,100,Regular Academic Session
ADVANCED TRIAL PRACTICE,35,3.8343142857142856,100,Regular Academic Session
TRIAL ADVOCACY,90,3.5868555555555557,100,Regular Academic Session
EVIDENCE,229,3.402545851528384,100,Regular Academic Session
INTELLECTL PROPERTY ANTITRUST,32,3.453125,100,Regular Academic Session
SECURITIES REGULATION I,45,3.4466888888888887,100,Regular Academic Session
INTERNATIONAL BUS TRANSACTIONS,28,3.506964285714286,100,Regular Academic Session
PATENT LAW,29,3.6619310344827585,100,Regular Academic Session
CONFLICT OF LAWS,67,3.3869402985074624,100,Regular Academic Session
SURV OF INTELLECTUAL PROPERTY,45,3.637733333333333,100,Regular Academic Session
LAW AND PHILANTHROPY,11,3.818,81.8,Regular Academic Session
MEDIATION,69,3.507086956521739,100,Regular Academic Session
FEMINIST JURISPRUDENCE,36,3.4418888888888888,95.2,Regular Academic Session
ADVANCED LEGAL WRITING,13,3.885,100,Regular Academic Session
SEMINAR IN INFORMATION PRIVACY,17,3.824,94.1,Regular Academic Session
SEMINAR IN CORPORATE LAW,51,3.802156862745098,94.7,Regular Academic Session
SEMINAR IN SOCIETY,48,3.8853958333333334,100,Regular Academic Session
SEMINAR IN LAW & ECONOMICS,33,3.8453333333333335,100,Regular Academic Session
SEMINAR ON JUDICIAL CONDUCT,37,3.859486486486486,100,Regular Academic Session
SEM IN INTELLECTUAL PROPERTY,42,3.9569047619047617,100,Regular Academic Session
SEMINAR IN LAW & TECHNOLOGY,16,3.644,100,Regular Academic Session
SEMINAR IN CHILDREN & THE LAW,31,3.9805806451612904,100,Regular Academic Session
SEMINAR IN ADMINISTRATIVE LAW,11,3.918,100,Regular Academic Session
SEMINAR IN LAW & MEDICINE,24,3.9,100,Regular Academic Session
 SEMINAR IN CONSTITUTIONAL LAW,38,3.673473684210526,100,Regular Academic Session
INTROD TO THE ST OF LANGUAGE,180,2.921822222222222,13,Regular Academic Session
AFRICAN AMERICAN LANGUAGE,19,3.705,20,Regular Academic Session
INTRO TO LINGUISTIC ANALYSIS,119,3.245268907563025,10,Regular Academic Session
LANGUAGE ACQUISITION,20,3.07,28,Regular Academic Session
LANGUAGE AND COMPUTERS,33,3.405939393939394,41.7,Regular Academic Session
PHONETICS,80,3.503875,24,Regular Academic Session
PHONOLOGY,56,3.802,59.1,Regular Academic Session
